S.No.,Discom,Zone,Circle,Division,33KV-AboveConsumerFeeder,FeederCode,Category,SupplyArea,ProjectArea,FeederVoltage,Meter-MakeType,Meter-SlNo,OverallMF,Status
254,MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,33 KV BHIKHAMPUR_36229BHI,36229BHI,INDEPENDENT,DISTRICT HQ,URBAN,33,L&T,1803004,50,Active
255,MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,UNIVERSITY,33 KV METRO CITY_36144MRY,36144MRY,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737857,30,Active
256,MADHYANCHAL,L.E.S.A. CG-II,EUDC VIII LESA,RESIDENCY,33 KV RAILWAY_36134RML,36134RML,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,XD478310,1.67,Active
257,MADHYANCHAL,AYODHYA,EDC BARABANKI,RAMSNEHI GHAT,33 KV SUMOD FLOOR MILL_36240SUM,32451310418SLL,INDEPENDENT,OTHERS,RURAL,33,SECURE,X1484956,0.5,Active
258,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV RML_36142RML,36142RML,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0434837,1,Active
259,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV EMMAR MGF_36127EMM,36127EMM,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,ABC,2,Active
260,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV HCL IT CITY 2_36142HC2,36142HC2,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP70523,30,Active
261,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV HCL IT CITY 1_36142HC1,36142HC1,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0434838,0.03,Active
262,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV EKANA STADIUM_36142EKS,36142EKS,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737849,0.05,Active
263,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV DESTINY RETAIL_36142DES,36142DES,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP69432,60,Active
264,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV MEDANTA_36142MHP,36142MHP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737872,1,Active
265,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV POLICE BHAWAN_36142PBN,36142PBN,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737862,1,Active
266,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV CANCER INSTITUTE_36142CTI,36142CTI,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0269438,1,Active
267,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV 200 BED HOSPITAL_36127BD2,36127BD2,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP40660,1,Active
268,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV OMAXE_36127OMX,36127OMX,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737861,200,Active
269,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV ANSAL_36127ANS,36127ANS,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,Q0434879,1,Active
270,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV RACE COURSE_36144CNT,36144CNT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP70105,30,Active
271,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV LAMART_36144LAM,36144LAM,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP070709,0.25,Active
272,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV SAHARAGANJ_36144SHG,36144SHG,INDEPENDENT,DISTRICT HQ,URBAN,33,L&T,X0737859,1,Active
273,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,RAJ BHAWAN,33 KV SGPGI_36237SGP,36237SGP,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,12338804,0.2,Active
274,MADHYANCHAL,L.E.S.A. TG-I,EUDC X LESA,RAHEEM NAGAR,33 KV AKTU_36153AKT,36153AKT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,XE485211,2,Active
275,MADHYANCHAL,L.E.S.A. TG-I,EUDC VI LESA,MAHANAGAR,33 KV SHALIMAR CORP_36153SLM,36153SLM,INDEPENDENT,DISTRICT HQ,URBAN,33,L&T,12338796,150,Active
276,MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,33 KV RDSO_36132RD1,36132RD1,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE/NET METER,X1257180,10,InActive
277,MADHYANCHAL,L.E.S.A. CG-I,EUDC VII LESA,KANPUR ROAD,33 KV UPAL_36147UPL,36147UPL,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UP5115A,60,Active
278,MADHYANCHAL,L.E.S.A. TG-II,EUDC IX LESA,INDIRA NAGAR,33 KV HAL_36123HAL,36123HAL,INDEPENDENT,OTHERS,URBAN,33,SECURE 33KV METER,X0682400,0.2,Active
279,MADHYANCHAL,L.E.S.A. CG-II,EUDC I LESA,HUSSAIN GANJ,33 KV LOK BHAWAN_36144LKB,36144LKB,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP40657,2,Active
280,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV DLF_36123DLF,36123DLF,INDEPENDENT,DISTRICT HQ,URBAN,33,HPL,431979,0.1,Active
281,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV E CITY_36123ECT,36123ECT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0269364 ,0.1,Active
282,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV SAHARA HOSPITAL (APPOLO)_36123SAH,36123SAH,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,12338831,0.05,Active
283,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV SAHARA SHAHAR_36123SAS,36123SAS,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0269365,0.1,Active
284,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV RAM MANOHAR LOHIA_37003ROL,37003ROL,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0001346,0.06,Active
285,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV RML_36092RML,36092RML,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737876,0.1,Active
286,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV HIGH COURT_36092HIG,36092HIG,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPS98295,45,Active
287,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV GWARI STP_37003GWI,37003GWI,INDEPENDENT,DISTRICT HQ,URBAN,33,LNT,13277110,0.2,Active
288,MADHYANCHAL,L.E.S.A. TG-II,EUDC II LESA,GOMTINAGAR,33 KV SAS HOTEL_37003SAS,37003SAS,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP69808,60,Active
289,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD IV BAREILLY,33 KV PHOENIX MALL_30247POX,30247POX,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,5100257,30,Active
290,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD IV BAREILLY,33 KV RMC_36163RMC,36163RMC,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP26185,30,Active
291,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD III BAREILLY,33 KV I V R I_36210IVR,36210IVR,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,5100296,120,Active
292,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD II BAREILLY,33 KV VADILAL_355903AL,355903AL,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP39427,60,Active
293,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD II BAREILLY,33 KV BRINDAVAN BEVERAGE_35590BRB,35590BRB,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP68584,60,Active
294,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD II BAREILLY,33 KV B L AGRO II_35590BO2,35590BO2,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP69027,30,Active
295,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD II BAREILLY,33 KV B L AGRO_35590BAO,35590BAO,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,UPP69108,30,Active
296,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD I BAREILLY,33 KV RAILWAY_30246RIY,30246RIY,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0374468,2,Active
297,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD I BAREILLY,33 KV MES_30246MES,30246MES,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0374438,120,Active
298,MADHYANCHAL,BAREILLY-I,EUDC BAREILLY,EUDD I BAREILLY,33 KV DIST. COURT_30246DIT,30246DIT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0374470,2,Active
299,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,33 KV VRINDAVAN BOTLERS_30217VRI,30217VRI,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0269459,0.1,Active
300,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD TILOI,33 KV RGPTI_36223RGP,36223RGP,INDEPENDENT,OTHERS,RURAL,33,SECURE,X1215199,1,Active
301,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD TILOI,33 KV IGRUA_36222IGR,36222IGR,INDEPENDENT,OTHERS,RURAL,33,SECURE,5081493,1,Active
302,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD TILHAR,33 KV SOLAR POWER PROJECT_36010SPP,36010SPP,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP68404,0.06,Active
303,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD TILHAR,33 KV BRINDAVAN PACKAIDS ._36010BPL,36010BPL,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP69332,2,Active
304,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD TILHAR,33 KV VARUN ARJUN TRUST_36010VAT,36010VAT,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0269377,0.03,Active
305,MADHYANCHAL,AYODHYA,EDC AMBEDKAR NAGAR,EDD TANDA,33 KV MEDICAL COLLEGE_35582MED,35582MED,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0269450,0.1,Active
306,MADHYANCHAL,AYODHYA,EDC AMBEDKAR NAGAR,EDD TANDA,33 KV ULTRACTECH_35582ULT,35582ULT,INDEPENDENT,OTHERS,RURAL,33,SECURE,APM99450,60,Active
307,MADHYANCHAL,AYODHYA,EDC AMBEDKAR NAGAR,EDD TANDA,33 KV MEHRIPUR PUMP CANAL_36211MEH,36211MEH,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0269382,0.4,Active
308,MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD SRAVASTI,33 KV BAUDH STOOP_36227BAU,36227BAU,INDEPENDENT,TEHSIL HQ,RURAL,33,HPL,6227492,1,Active
309,MADHYANCHAL,DEVI PATAN,EDC BALRAMPUR,EDD SRAVASTI,33 KV DIST. COURT_36227DSC,36227DSC,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,Q0434851,1,Active
310,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SANDILA,33 KV VARUN BERVEGE_36235VAR,36235VAR,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0269394,1,Active
311,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SANDILA,33 KV BERGER PAINTS INDIA_36235BPI,36235BPI,INDEPENDENT,OTHERS,RURAL,33,HPL,432063,0.03,Active
312,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SANDILA,33 KV HFL CONSUMER PRODUCTS_36235HFL,36235HFL,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0434937,60,Active
313,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD SANDILA,33 KV SAF YEAST_36235SFY,36235SFY,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737829,60,Active
314,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD RUDAULI,33 KV PGCIL_37004PGC,37004PGC,INDEPENDENT,DISTRICT HQ,RURAL,33,LNT,14476697,1,Active
315,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PURANPUR,33 KV INDUSTRIAL 2_35560IN2,35560IN2,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,RURAL,33,SECURE,UP4982A,15,Active
316,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PURANPUR,33 KV INDUSTRIAL 1_35560IN1,35560IN1,TAPPED(WITH OTHER CONSUMER FEEDER),OTHERS,RURAL,33,SECURE,UP4981A,60,Active
317,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD POWAYAN,132 KV TATA POWER_36205TAT,36205TAT,INDEPENDENT,OTHERS,RURAL,132,GENUS,UP-5099-A,0.48,Active
318,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD POWAYAN,33 KV SUKHBIR AGRO_36231SUK,36231SUK,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0682406,0.1,Active
319,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PILIBHIT,33 KV SURYA_36226SUR,36226SUR,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,123456,60,Active
320,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PILIBHIT,33 KV SANTOSH FLOUR MILL_36226SFM,36226SFM,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,123456,0.25,InActive
321,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PILIBHIT,33 KV MODI NATURAL AND SANTOSH_36226MON,36226MON,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,123456,15,Active
322,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PILIBHIT,33 KV DIST. COURT_36226DSC,36226DSC,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,123456,60,Active
323,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PILIBHIT,33 KV DIST. HOSPITAL_36226DHP,36226DHP,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,SECURE,123456,60,Active
324,MADHYANCHAL,BAREILLY-II,EDC PILIBHIT,EDD PILIBHIT,33 KV DURGA RICE MIL_36226DUR,36226DUR,INDEPENDENT,OTHERS,DISTRICT HQ,11,LNG,U0249019,0.02,InActive
325,MADHYANCHAL,SITAPUR,EDC GOLA,EDD PALIA,33 KV S.S.B. GADANIYA_36243SSG,36243SSG,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737885,0.02,Active
326,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD NANPARA,33 KV SUDESH IND_36247SUD,36247SUD,INDEPENDENT,OTHERS,RURAL,33,HPL,431946,0.06,Active
327,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD NANPARA,33 KV AMP SOLAR_36247AMP,36247AMP,INDEPENDENT,OTHERS,RURAL,33,L&T,LT-0493-A,60,Active
328,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD NANPARA,33 KV SSB CAMP_36121SBC,36121SBC,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0434768,0.06,Active
329,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD MAHARAJGANJ,33 KV OMAX BAY 1_36255OMB,36255OMB,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737929,0.02,Active
330,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD MAHARAJGANJ,33 KV OMAX_36214OMX,36214OMX,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737969,0.05,Active
331,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD MAHARAJGANJ,33 KV VISAKA_36214VIS,36214VIS,INDEPENDENT,OTHERS,RURAL,33,L & T,12338906,0.025,Active
332,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD MAHARAJGANJ,33 KV GANPATI_36214GAN,36214GAN,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737965,0.05,Active
333,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD MAHARAJGANJ,33 KV R.D CEMENT_36214CMT,36214CMT,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737971,0.02,Active
334,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD JALALABAD,132 KV KILAJ (ADANI) SOLAR_35561KLJ,35561KLJ,INDEPENDENT,OTHERS,RURAL,132,SECURE,UPP68466,0.8,Active
335,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD JAGDISHPUR,132 KV INDOGULF_36242IND,36242IND,INDEPENDENT,OTHERS,RURAL,132,L AND T,UP-0561A,1,Active
336,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD JAGDISHPUR,33 KV SAIL_36242SAL,36242SAL,INDEPENDENT,OTHERS,RURAL,33,L AND T,5130832,1,Active
337,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD JAGDISHPUR,33 KV BHEL_36249BHL,36249BHL,INDEPENDENT,OTHERS,RURAL,33,L AND T,5130829,1,Active
338,MADHYANCHAL,AYODHYA,EDC GAURIGANJ,EDD JAGDISHPUR,33 KV ATL_36242ATL,36242ATL,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP-0561A,1,Active
339,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,33 KV P.T.C._36225PTC,36225PTC,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0434918,0.1,Active
340,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD III UNNAO PURWA,33 KV DALMAU PUMP CANAL_36224DPC,36224DPC,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0434871,100,Active
341,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,33 KV AMP SOLAR II_36232AM2,36232AM2,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP68282,60,Active
342,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,33 KV AMP SOLAR I_36232AM1,36232AM1,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP68283,60,Active
343,MADHYANCHAL,DEVI PATAN,EDC BAHRAICH,EDD III KAISERGANJ,33 KV RITVIK STEEL_37001RIT,37001RIT,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737948,60,Active
344,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD III AYODHYA MILKIPUR,33 KV ND UNIVERSITY_36241NDU,36241NDU,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,X0682417,0.06,Active
345,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,33 KV AMRIT PAYJAL_30219AMR,30219AMR,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0434930,0.05,Active
346,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,132 KV RIMJHIM ISPAT_30219RIM,30219RIM,INDEPENDENT,OTHERS,RURAL,132,SECURE,Q0434922,0.8,Active
347,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,33 KV SADAF ENTERPRISES_30219SDE,30219SDE,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737895,0.1,Active
348,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,33 KV MIRZA INTERNATIONAL_30219MIR,30219MIR,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0269462,0.06,Active
349,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,33 KV R.H.L PROFILE_30219RHL,30219RHL,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0827936,0.06,Active
350,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,33 KV RAHAMAN EXPORT_30219RAH,30219RAH,INDEPENDENT,OTHERS,RURAL,33,SECURE,Q0434915,0.04,Active
351,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD II UNNAO,33 KV MOHAN GOLD WATER_30219MGW,30219MGW,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737892,0.05,Active
352,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV SETHIA_36233SET,36233SET,INDEPENDENT,OTHERS,URBAN,33,SECURE,UP5191A,0.25,Active
353,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV DAL CANAL_36233DAL,36233DAL,INDEPENDENT,OTHERS,RURAL,33,SECURE,UP5199A,2,Active
354,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV VIDYA GYAAN_36234VID,36234VID,INDEPENDENT,OTHERS,RURAL,33,LNT,13193476,2,Active
355,MADHYANCHAL,SITAPUR,EDC SITAPUR,EDD II SITAPUR,33 KV KUCHALAI_36234KUS,36234KUS,INDEPENDENT,OTHERS,RURAL,33,LNT,13194329,2,Active
356,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD II SHAJAHANPUR,33 KV DIST. COURT_36230DCT,36230DCT,INDEPENDENT,DISTRICT HQ,URBAN,33,HPL,431909,0.01,Active
357,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD II SHAJAHANPUR,33 KV DIST HOSPITAL_36204DHP,36204DHP,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737903,0.03,Active
358,MADHYANCHAL,BAREILLY-II,EDC SHAHJAHANPUR,EDD II SHAJAHANPUR,33 KV WABTEC LOCOMOTIVE_36204WAB,36204WAB,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0269405,0.05,Active
359,MADHYANCHAL,RAEBARELI,EDC I RAEBARELI,EDD II RAIBAREILI TRIPHULA,132 KV RELIANCE CEMENT_36214RLC,36214RLC,INDEPENDENT,OTHERS,RURAL,132,SECURE,UP-3258A,120,Active
360,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,33 KV MEDICAL COLLEGE_35538MDC,35538MDC,INDEPENDENT,OTHERS,RURAL,33,SECURE,X0737975,60,Active
361,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,33 KV DIST. HOSPITAL_35529DSH,35529DSH,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,GENUS,3004544,0.25,Active
362,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,33 KV DIST. COURT_35538CRT,35538CRT,INDEPENDENT,DISTRICT HQ,DISTRICT HQ,33,HCL,X0737830,60,Active
363,MADHYANCHAL,SITAPUR,EDC HARDOI,EDD II HARDOI,33 KV HALDIRAM SNACKS_35538HLD,35538HLD,INDEPENDENT,OTHERS,RURAL,33,SECURE,UPP68274,0.06,Active
364,MADHYANCHAL,DEVI PATAN,EDC GONDA,EDD II GONDA,33 KV GM SEUPPTCL_36213GMS,36213GMS,INDEPENDENT,OTHERS,URBAN,33,SECURE,X0737954,20,Active
365,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV SRMS_30247SRM,30247SRM,INDEPENDENT,OTHERS,RURAL,33,HPL,5100308,60,Active
366,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV DRM ELECTRICAL_30247DRM,30247DRM,INDEPENDENT,OTHERS,RURAL,33,SECURE,ELI15991,0.15,Active
367,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV AIR FORCE_30247ARF,30247ARF,INDEPENDENT,OTHERS,RURAL,33,SECURE,ELI08982,0.25,Active
368,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV DOORDARSHAN_36208DRD,36208DRD,INDEPENDENT,OTHERS,RURAL,33,HPL,5100310,0.03,Active
369,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV JILA KARAGAR_36207JLK,36207JLK,INDEPENDENT,OTHERS,RURAL,33,HPL,5267637,1,Active
370,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV MARYA FIROZEN_36206MAR,36206MAR,INDEPENDENT,OTHERS,RURAL,33,SECURE,Y0197593,1,Active
371,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV ASHOKA FOAM_36206ASH,36206ASH,INDEPENDENT,OTHERS,RURAL,33,SECURE,KAU06600,1,Active
372,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV RAMASHYAMA_36206RAM,36206RAM,INDEPENDENT,OTHERS,RURAL,33,SECURE,KAU06606,1,Active
373,MADHYANCHAL,BAREILLY-I,EDC BAREILLY,EDD II BAREILLY,33 KV N.P. AGRO_36206NPA,36206NPA,INDEPENDENT,OTHERS,RURAL,33,SECURE,Y0197613,1,Active
374,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD II AYODHYA,33 KV GANJA MEDICAL COLLEGE_36248GMC,36248GMC,INDEPENDENT,DISTRICT HQ,RURAL,33,LNT,15476700,1,Active
375,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD II AYODHYA,33 KV AMRIT BOTTELLERS_35012AMR,35012AMR,INDEPENDENT,DISTRICT HQ,RURAL,33,SECURE,UPP68271,0.06,Active
376,MADHYANCHAL,AYODHYA,EDC AYODHYA,EDD II AYODHYA,33 KV MANDALIYA HOSPITAL_35012MND,35012MND,INDEPENDENT,DISTRICT HQ,RURAL,33,LNT,15476701,60,Active
377,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD I UNNAO,33 KV A.O.V. EXPORTS_30217AOV,33254110310AOV,INDEPENDENT,TEHSIL HQ,RURAL,33,SECURE,Q0434925,0.06,Active
378,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD I UNNAO,33 KV RUSTAM FOOD_30217RUS,33254110310RTF,INDEPENDENT,TEHSIL HQ,RURAL,33,SECURE,12338835,0.05,Active
379,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD I UNNAO,33 KV AL HAQ FOOD_30217AHF,33254110310AHF,INDEPENDENT,TEHSIL HQ,URBAN,33,SECURE,Q0434913,0.05,Active
380,MADHYANCHAL,RAEBARELI,EDC UNNAO,EDD I UNNAO,33 KV DIST. COURT_36252DSC,33254110310DCT,INDEPENDENT,DISTRICT HQ,URBAN,33,SECURE,X0737930,0.02,Active
